front_hooks,word,back_hooks,alphagram,definition
,CHATLINE,s,ACEHILNT,a telephone service that allows conversation among several callers [n -S]
,CHECKBOX,,BCCEHKOX,a small box on a computer screen to be clicked on to select a feature [n -ES]
,CHEDARIM,,ACDEHIMR,"CHEDER, heder (a Jewish school) [n]"
,CHERRIER,,CEEHIRRR,"CHERRY, of a light red color [adj]"
,CHIMENEA,s,ACEEHIMN,an outdoor fireplace shaped like a lightbulb [n -S]
,CHIMINEA,s,ACEHIIMN,chimenea (an outdoor fireplace shaped like a lightbulb) [n -S]
,CHINCHED,,CCDEHHIN,"CHINCH, to chinse (to fill the seams in a boat or cabin) [v]"
,CHINSING,,CGHIINNS,"CHINSE, to fill the seams in a boat or cabin [v]"
,CHIPSETS,,CEHIPSST,"CHIPSET, a set of integrated circuits [n]"
,CHOLIAMB,s,ABCHILMO,a type of poetic meter [n -S]
,CHOOSILY,,CHILOOSY,"CHOOSY, hard to please [adv]"
,CHOREBOY,s,BCEHOORY,a boy employed to do odd jobs [n -BOYS]
,CHROMOLY,,CHLMOORY,a steel alloy made of chromium and molybdenum [n -LIES]
,CHUCKERS,,CCEHKRSU,"CHUCKER, one that chucks (to throw (to propel through the air with a movement of the arm)) [n]"
,CHUMMIES,t,CEHIMMSU,CHUMMY [n]
,CHUNDERS,,CDEHNRSU,"CHUNDER, to vomit (to eject the contents of the stomach through the mouth) [v]"
,CHURINGA,s,ACGHINRU,a sacred object of Australian Aboriginals [n -S]
,CIABATTA,s,AAABCITT,a type of Italian bread [n -S]
,CINEPLEX,,CEEILNPX,[n -ES]
,CIPAILLE,s,ACEIILLP,a pie with layers of meat and pastry [n -S]
,CIRRUSES,,CEIRRSSU,"CIRRUS, a tendril or similar part [n]"
,CLEANISH,,ACEHILNS,"CLEAN, free from dirt or stain [adj]"
,CLEANOUT,s,ACELNOTU,the act of cleaning something out [n -S]
,CLEAROUT,s,ACELORTU,the action of removing unwanted material from a place [n -S]
,CLEARWAY,s,AACELRWY,a road on which stopping is not permitted [n -WAYS]
,CLIFFTOP,s,CFFILOPT,the top of a cliff [n -S]
,CLITTERS,,CEILRSTT,"CLITTER, to make a thin rattling sound [v]"
,CLONKIER,,CEIKLNOR,"CLONKY, making a dull thumping sound [adj]"
,CLOTBURS,,BCLORSTU,"CLOTBUR, a type of plant with prickly seeds [n]"
,CLUBLAND,s,ABCDLLNU,an area having many nightclubs [n -S]
,CLUBMATE,s,ABCELMTU,a fellow member of a club [n -S]
,CLUBMOSS,,BCLMOSSU,a green plant resembling a large moss [n -ES]
,CLUCKERS,,CCEKLRSU,"CLUCKER, a chicken [n]"
,CLUMPERS,,CELMPRSU,"CLUMPER, a large floating chunk of ice [n]"
,CLUMPETS,,CELMPSTU,"CLUMPET, a clumper (a large floating chunk of ice) [n]"
,COALFACE,s,AACCEFLO,the place where coal is cut out of the rock [n -S]
,COARSISH,,ACHIORSS,"COARSE, rough (having an uneven surface) [adj]"
,COAXINGS,,ACGINOSX,"COAXING, an act of cajoling [n]"
,COCKSMAN,,ACCKMNOS,[n COCKSMEN] / an offensive word [n -MEN]
,COCKSMEN,,CCEKMNOS,"COCKSMAN, an offensive word [n]"
,COCOONER,s,CCENOOOR,one who retreats to the private world of the family [n -S]
,CODOMAIN,s,ACDIMNOO,a mathematical set [n -S]
,COELIACS,,ACCEILOS,"COELIAC, celiac (one that has a chronic nutritional disturbance) [n]"
,COLORISE,ds,CEILOORS,"to colorize (to give color to a black-and-white film) [v -ISED, -ISING, -ISES]"
,COLTHOOD,s,CDHLOOOT,the state or time of being a colt [n -S]
,COMBOVER,s,BCEMOORV,hair that is combed over a bald spot [n -S]
,COMEDIST,s,CDEIMOST,a writer of comedies [n -S]
,COMPINGS,,CGIMNOPS,"COMPING, the playing of a jazz accompaniment [n]"
,CONTANGO,s,ACGNNOOT,postponement of the transfer of stock [n -GOS]
,COOLABAH,s,AABCHLOO,an Australian gum tree [n -S]
,COOLIBAH,s,ABCHILOO,coolabah (an Australian gum tree) [n -S]
,COONSHIT,s,CHINOOST,an offensive word [n -S]
,COPIABLE,,ABCEILOP,capable of being copied [adj]
,CORELLAS,,ACELLORS,"CORELLA, a small cockatoo (a parrot) [n]"
,CORMLETS,,CELMORST,"CORMLET, a small corm (a stem of certain plants) [n]"
,CORNETTI,,CEINORTT,"CORNETTO, a musical wind instrument [n]"
,CORNETTO,s,CENOORTT,a musical wind instrument [n -TOS or -TI]
,CORNETTS,,CENORSTT,"CORNETT, cornetto (a musical wind instrument) [n]"
,CORNSILK,s,CIKLNORS,a silky thread on an ear of corn [n -S]
,CORRETTO,s,CEOORRTT,espresso mixed with brandy or liqueur [n -TOS]
,COSTINGS,,CGINOSST,"COSTING, an estimation of the price of the production of something [n]"
,COTTAGED,,ACDEGOTT,"COTTAGE, to vacation at a small house [v]"
,COVERTER,,CEEORRTV,COVERT [adj]
,COWPUNKS,,CKNOPSUW,"COWPUNK, music combining country and western styles with punk rock [n]"
,COWTOWNS,,CNOOSTWW,"COWTOWN, a town or city in a cattle-raising area [n]"
,CRACKIER,,ACCEIKRR,"CRACKY, having cracks [adj]"
,CRACKIES,t,ACCEIKRS,"CRACKIE, a small dog of mixed breed [n]"
,CRATEFUL,s,ACEFLRTU,as much as a crate can hold [n -S]
,CRAVENER,,ACEENRRV,CRAVEN [adj]
,CRAZINGS,,ACGINRSZ,"CRAZING, a fine surface crack on pottery [n]"
,CREPERIE,s,CEEEIPRR,a restaurant that serves crepes (thin pancakes) [n -S]
,CREPITUS,,CEIPRSTU,a grating sound made in breathing [n CREPITUS]
,CROFTING,,CFGINORT,"CROFT, to farm on a small tenant farm [v]"
,CROONIER,,CEINOORR,"CROONY, having or being a soft singing style [adj]"
,CROSSPLY,,CLOPRSSY,having layers of fabric with cords lying crosswise in a tire [adj]
,CROSTATA,s,AACORSTT,a type of fruit tart [n -S]
,CROTALES,,ACELORST,"CROTALE, a small cymbal (a percussion instrument) [n]"
,CROWBAIT,s,ABCIORTW,an old horse [n -S]
,CRUISIER,,CEIIRRSU,"CRUISEY, cruisy (frequented by homosexuals seeking partners) [adj] / CRUISY, frequented by homosexuals seeking partners [adj]"
,CRUMMILY,,CILMMRUY,"CRUMMY, of little or no value [adv]"
,CUFFABLE,,ABCEFFLU,intended to be folded down to the ankle --used of a sock [adj]
,CULCHIER,,CCEHILRU,"[adj] / CULCHIE, an offensive word [adj]"
,CULCHIES,t,CCEHILSU,"CULCHIE, an offensive word [n]"
,CULSHIER,,CEHILRSU,"[adj] / CULSHIE, an offensive word [adj]"
,CULSHIES,t,CEHILSSU,"CULSHIE, an offensive word [n]"
,CURATION,s,ACINORTU,the work of a curator [n -S]
,CURCUMIN,s,CCIMNRUU,the coloring ingredient of the spice turmeric [n -S]
,CURSILLO,s,CILLORSU,a type of spiritual retreat (seclusion with a group) [n -LOS]
,CURTANAS,,AACNRSTU,"CURTANA, a type of English sword [n]"
,CUTBLOCK,s,BCCKLOTU,a limited area authorized for logging [n -S]
,CUTLETTE,s,CEELTTTU,a breaded patty of chopped meat [n -S]
,CUTSCENE,s,CCEENSTU,a type of scene in computer games [n -S]
,CYATHIUM,,ACHIMTUY,the flower head of certain plants [n -ATHIA]
,CYBERWAR,s,ABCERRWY,a conflict in which enemies try to gain access to each other's computer systems [n -S]
,CYNODONT,s,CDNNOOTY,a type of fossil reptile [n -S]
,DAMFOOLS,,ADFLMOOS,"DAMFOOL, a stupid or foolish person [n]"
,DAMNESTS,,ADEMNSST,"DAMNEST, damndest (utmost (the greatest degree or amount)) [n]"
,DANCIEST,,ACDEINST,"DANCEY, suitable for dancing [adj]"
,DARNESTS,,ADENRSST,"DARNEST, damndest (utmost (the greatest degree or amount)) [n]"
,DAWNINGS,,ADGINNSW,"DAWNING, daybreak (the first appearance of light in the morning) [n]"
,DAYPACKS,,AACDKPSY,"DAYPACK, a bag carrying things that is strapped on one's back [n]"
,DAYSAILS,,AADILSSY,"DAYSAIL, to sail a yacht for a day [v]"
,DEALIGNS,,ADEGILNS,"DEALIGN, to withdraw allegiance to a political party [v]"
,DEARESTS,,ADEERSST,"DEAREST, a much-loved person [n]"
,DEBURRED,,BDDEERRU,"DEBUR, deburr (to remove rough edges from) [v] / DEBURR, to remove rough edges from [v]"
,DECKLESS,,CDEEKLSS,lacking a deck [adj]
,DECLUTCH,,CCDEHLTU,"to disengage the clutch (a coupling mechanism) of a motor vehicle [v -ED, -ING, -ES]"
,DEDENDUM,s,DDDEEMNU,the root of a gear tooth [n -DUMS or -DA]
,DEFRIEND,s,DDEEFINR,"to remove (a person's name) from a list of friends [v -ED, -ING, -S]"
,DEHAIRED,,ADDEEHIR,"DEHAIR, to remove the hair from [v]"
,DEIONISE,drs,DEEIINOS,"to deionize (to remove ions from) [v -ISED, -ISING, -ISES]"
,DELINKED,,DDEEIKLN,"DELINK, to break a connection between [v]"
,DEMENTIS,,DEEIMNST,"DEMENTI, an official denial of a published statement [n]"
,DEMINERS,,DEEIMNRS,"DEMINER, one that removes mines (explosive devices) [n]"
,DEMINING,s,DEGIIMNN,the removal of mines [n -S]
,DEMISTED,,DDEEIMST,"DEMIST, to defog (to remove fog from) [v]"
,DENTELLE,s,DEEELLNT,a lacy style of book-cover decoration [n -S]
,DEPUTISE,ds,DEEIPSTU,"to deputize (to appoint as a deputy) [v -TISED, -TISING, -TISES]"
,DERACINE,s,ACDEEINR,a displaced person [n -S]
,DERATION,s,ADEINORT,"to free (as food) from rationing [v -ED, -ING, -S]"
,DERECHOS,,CDEEHORS,"DERECHO, a line of intense widespread windstorms [n]"
,DESCALED,,ACDDEELS,"DESCALE, to remove the scales from [v]"
,DESCALES,,ACDEELSS,"DESCALE, to remove the scales from [v]"
,DESEEDED,,DDDEEEES,"DESEED, to remove the seeds from [v]"
,DESEEDER,s,DDEEEERS,one that deseeds (to remove the seeds from) [n -S]
,DESKILLS,,DEIKLLSS,"DESKILL, to reduce the level of skill required [v]"
,DESORBER,s,BDEEORRS,one that desorbs (to remove by the reverse of absorption) [n -S]
,DESTREAM,s,ADEEMRST,"to reverse the categorizing of students [v -ED, -ING, -S]"
,DESTRESS,,DEERSSST,"to remove stress from [v -ED, -ING, -ES]"
,DETANGLE,drs,ADEEGLNT,"to remove knots from [v -GLED, -GLING, -GLES]"
,DETUNING,,DEGINNTU,"DETUNE, to adjust (an instrument) so that it is no longer in tune [v]"
,DEXTRALS,,ADELRSTX,"DEXTRAL, a right-handed person [n]"
,DHANSAKS,,AADHKNSS,"DHANSAK, a casserole of meats and vegetables [n]"
,DIARCHAL,,AACDHILR,"DIARCHY, a government with two rulers [adj]"
,DIATREME,s,ADEEIMRT,a volcanic vent produced by gaseous explosions [n -S]
,DICKERER,s,CDEEIKRR,one who dickers [n -S]
,DIGICAMS,,ACDGIIMS,"DIGICAM, a digital camera [n]"
,DIGITISE,ds,DEGIIIST,"to digitize (to put data into digital notation) [v -TISED, -TISING, -TISES]"
,DILLWEED,s,DDEEILLW,the leaves of the dill plant [n -S]
,DIRTBALL,s,ABDILLRT,a dirty or contemptible person [n -S]
,DISCLESS,,CDEILSSS,"diskless (having no disk (a round, flat storage device for a computer)) [adj]"
,DISKLESS,,DEIKLSSS,"having no disk (a round, flat storage device for a computer) [adj]"
,DISOMIES,,DEIIMOSS,"DISOMY, the condition of being disomic [n]"
,DISOWNER,s,DEINORSW,one that disowns (to deny the ownership of) [n -S]
,DISSAVER,s,ADEIRSSV,one that dissaves (to use savings for current expenses) [n -S]
,DJIBBAHS,,ABBDHIJS,"DJIBBAH, jibba (a long coat worn by Muslim men) [n]"
,DOCUSOAP,s,ACDOOPSU,a television series about the activities of real people [n -S]
,DOGSKINS,,DGIKNOSS,"DOGSKIN, leather made from the skin of a dog [n]"
,DOGSTAIL,s,ADGILOST,a grass with spiky flower heads [n -S]
,DOGTAILS,,ADGILOST,"DOGTAIL, a type of grass [n]"
,DONEGALS,,ADEGLNOS,"DONEGAL, a type of tweed (a coarse woolen fabric) [n]"
,DONSHIPS,,DHINOPSS,"DONSHIP, the position of a don (a senior member of a British university) [n]"
,DOORCASE,s,ACDEOORS,the frame for a door [n -S]
,DOWNHOLE,,DEHLNOOW,used down or in an oil well [adj]
,DOWNRATE,ds,ADENORTW,"to make lower in value [v -RATED, -RATING, -RATES]"
,DOWNWARP,s,ADNOPRWW,a broad surface depression [n -S]
,DOWSINGS,,DGINOSSW,"DOWSING, a technique for searching for underground water [n]"
,DRAWCORD,s,ACDDORRW,a cord for drawing a garment tight [n -S]
,DREADEST,,ADDEERST,"DREAD, frightening [adj]"
,DREAREST,,ADEERRST,"DREAR, dreary (dismal (cheerless and depressing)) [adj]"
,DRECKIER,,CDEEIKRR,"DRECKY, trashy (resembling trash) [adj]"
,DRECKISH,,CDEHIKRS,"DRECK, rubbish (worthless, unwanted matter) [adj]"
,DREKKIER,,DEEIKKRR,"DREKKY, drecky (trashy (resembling trash)) [adj]"
,DREKKISH,,DEHIKKRS,"DREK, dreck (rubbish (worthless, unwanted matter)) [adj]"
,DRIFTNET,s,DEFINRTT,a large fishnet arranged to drift with the tide or current [n -S]
,DRONGOES,,DEGNOORS,"DRONGO, a tropical bird [n]"
,DROPSEED,s,DDEEOPRS,a type of grass [n -S]
,DROPTOPS,,DOOPPRST,"DROPTOP, a convertible automobile [n]"
,DROVINGS,,DGINORSV,"DROVING, the work of a drover [n]"
,DRUGLESS,,DEGLRSSU,being without drugs [adj]
,DRUNKISH,,DHIKNRSU,somewhat drunk [adj]
,DRYLANDS,,ADDLNRSY,"DRYLAND, an arid region [n]"
,DRYSUITS,,DIRSSTUY,"DRYSUIT, a waterproof rubber suit worn by divers [n]"
,DUALISED,,ADDEILSU,"DUALISE, to dualize (to make twofold) [v]"
,DUALISES,,ADEILSSU,"DUALISE, to dualize (to make twofold) [v]"
,DUALLIES,,ADEILLSU,"DUALLIE, dually (a pickup truck with double rear wheels) [n] / DUALLY, a pickup truck with double rear wheels [n]"
,DUATHLON,s,ADHLNOTU,a long-distance race involving running and bicycling [n -S]
,DUBBINED,,BBDDEINU,"DUBBIN, to apply dubbing to leather [v]"
,DUBSTEPS,,BDEPSSTU,"DUBSTEP, a type of electronic dance music [n]"
,DUDENESS,,DDEENSSU,the state of being a dude (a dandy) [n -ES]
,DUDETTES,,DDEESTTU,"DUDETTE, a dudish female [n]"
,DUELINGS,,DEGILNSU,"DUELING, a contest between two persons with deadly weapons [n]"
,DULCIANS,,ACDILNSU,"DULCIAN, an early type of bassoon [n]"
,DUMBSHOW,s,BDHMOSUW,a presentation in which communication is solely by signs and gestures [n -S]
,DUMBSIZE,ds,BDEIMSUZ,"to reduce the workforce so low that work cannot be done effectively [v -SIZED, -SIZING, -SIZES]"
,DUNGHEAP,s,ADEGHNPU,a dunghill (a heap of manure) [n -S]
,DUNKINGS,,DGIKNNSU,"DUNKING, the act of dipping something into liquid [n]"
,DUPATTAS,,AADPSTTU,"DUPATTA, a scarf or headdress worn by some Muslim women [n]"
,DUSTBALL,s,ABDLLSTU,a ball of dust [n -S]
,DUSTCART,s,ACDRSTTU,a garbage truck [n -S]
,DYARCHAL,,AACDHLRY,"DYARCHY, diarchy (a government with two rulers) [adj]"
,DYSLALIA,s,AADILLSY,the inability to articulate speech [n -S]
,EARHOLES,,AEEHLORS,"EARHOLE, the external opening of the ear [n]"
,ECLOSING,,CEGILNOS,"ECLOSE, to emerge as a larva from an egg [v]"
,ECOGIFTS,,CEFGIOST,"ECOGIFT, a donation of land to a government for ecological purposes [n]"
,ECORCHES,,CCEEHORS,"ECORCHE, an anatomical figure with the skin removed to show the musculature [n]"
,ECOTOPIA,s,ACEIOOPT,an ecologically ideal region or form of society [n -S]
,ECOZONES,,CEENOOSZ,"ECOZONE, a regional ecosystem [n]"
,ECTOGENE,s,CEEEGNOT,a gene involved in the development of an embryo in artificial conditions [n -S]
,ECUMENES,,CEEEMNSU,"ECUMENE, an inhabited area [n]"
,EDAMAMES,,AADEEMMS,"EDAMAME, green soybeans in a pod [n]"
tw,EENSIEST,,EEEINSST,"EENSY, tiny (very small) [adj]"
,EGOTIZED,,DEEGIOTZ,"EGOTIZE, to talk and think about oneself excessively [v]"
,EGOTIZES,,EEGIOSTZ,"EGOTIZE, to talk and think about oneself excessively [v]"
,EIDETICS,,CDEEIIST,"EIDETIC, a person able to recall vivid images [n]"
,EIRENICS,,CEEIINRS,irenics (a branch of theology) [n]
,ELASTANE,s,AAEELNST,spandex (a synthetic elastic fiber) [n -S]
,ELDORADO,s,ADDELOOR,a place of great abundance [n -DOS]
,ELMWOODS,,DELMOOSW,"ELMWOOD, the wood of an elm [n]"
,EMESISES,,EEEIMSSS,"EMESIS, the act of vomiting (to eject the contents of the stomach through the mouth) [n]"
,EMOCORES,,CEEMOORS,"EMOCORE, emo (a style of rock music with emotional lyrics) [n]"
,ENACTION,s,ACEINNOT,the action of enacting [n -S]
,ENQUIRER,s,EEINQRRU,one that inquires (to ask about) [n -S]
,ENSUITES,,EEINSSTU,"ENSUITE, a room (as a bathroom) adjoining another room [n]"
,EPATERED,,ADEEEPRT,"EPATER, to shock complacent people [v]"
,EQUATIVE,,AEEIQTUV,denoting a sentence in which one term is identified with another [adj]
,EROTICAS,,ACEIORST,"EROTICA, literature or art dealing with sexual love [n]"
,ERYNGIUM,s,EGIMNRUY,a plant of the parsley family [n -S]
m,ETHANALS,,AAEHLNST,"ETHANAL, a volatile liquid compound [n]"
,ETHERISE,ds,EEEHIRST,"to etherize (to treat with ether) [v -ISED, -ISING, -ISES]"
,EUROLAND,s,ADELNORU,the eurozone (the area formed by the countries using the euro) [n -S]
,EUROZONE,s,EENOORUZ,the area formed by the countries using the euro [n -S]
,EVENTERS,,EEENRSTV,"EVENTER, a horse or rider competing in eventing [n]"
,EVENTING,s,EEGINNTV,an equestrian competition [n -S]
,EVENTIVE,,EEEINTVV,denoting an event [adj]
,EXOGENIC,,CEEGINOX,formed or occurring on the surface of the earth [adj]
,EYELETED,,DEEEELTY,"EYELET, to make a small hole in [v]"
,EYEPATCH,,ACEEHPTY,a patch worn to protect an injured eye [n -ES]
,FABRIQUE,s,ABEFIQRU,a parish group that deals with church property [n -S]
,FABULISM,s,ABFILMSU,the placing of fantastical elements into everyday settings [n -S]
,FACEOFFS,,ACEFFFOS,"FACEOFF, the action that starts a hockey game [n]"
,FACTICES,,ACCEFIST,"FACTICE, a rubber-like material [n]"
,FAIRIEST,,AEFIIRST,"FAIRY, pertaining to or resembling a fairy [adj]"
,FALLINGS,,AFGILLNS,"FALLING, the felling of trees for timber [n]"
,FAMILIST,,AFIILMST,"FAMILISM, a social structure in which the family takes precedence over the individual [adj]"
,FANGIRLS,,AFGILNRS,"FANGIRL, a female who is an enthusiastic devotee of something [n]"
,FARRAGOS,,AAFGORRS,"FARRAGO, a confused mixture [n]"
,FASHIONY,,AFHINOSY,"fashionable, trendy [adj]"
,FAUCETRY,,ACEFRTUY,an array of faucets [n -TRIES]
,FAUNISTS,,AFINSSTU,"FAUNIST, a specialist on faunas [n]"
,FEEDINGS,,DEEFGINS,"FEEDING, the act of giving food to a person or animal [n]"
,FELTIEST,,EEFILSTT,"FELTY, resembling a cloth made from wool [adj]"
,FETTLERS,,EEFLRSTT,"FETTLER, one who fettles [n]"
,FIDDLIER,,DDEFIILR,"FIDDLY, intricately difficult to handle [adj]"
,FIGTREES,,EEFGIRST,"FIGTREE, a tree that bears figs (soft, sweet dark fruits) [n]"
,FILLETER,s,EEFILLRT,one who fillets [n -S]
,FILMFEST,s,EFFILMST,a festival at which many films are shown [n -S]
,FINITISM,s,FIIIMNST,the belief that a particular entity is finite [n -S]
,FINITIST,s,FIIINSTT,an advocate of finitism (the belief that a particular entity is finite) [n -S]
,FIREHOSE,s,EEFHIORS,a hose used by firefighters [n -S]
,FIREPITS,,EFIIPRST,"FIREPIT, a depression dug in the ground in which a fire is made [n]"
,FIREREEL,s,EEEFILRR,a fire engine [n -S]
,FISHBOAT,s,ABFHIOST,a watercraft used for fishing [n -S]
,FISTINGS,,FGIINSST,"FISTING, an offensive word [n]"
,FLATPACK,s,AACFKLPT,a package for an integrated circuit [n -S]
,FLATTIES,,AEFILSTT,"FLATTIE, a flat-heeled shoe [n]"
,FLEXWING,s,EFGILNWX,a collapsible fabric wing used in hang gliders [n -S]
,FLIPPIER,,EFIILPPR,"FLIPPY, flaring at the bottom [adj]"
,FLIXWEED,s,DEEFILWX,a plant of the mustard family [n -S]
,FLOORPAN,s,AFLNOOPR,the bottom part of the interior of a motor vehicle [n -S]
,FLOREATS,,AEFLORST,"FLOREAT, may he/she/it flourish [v]"
,FLOURIER,,EFILORRU,"FLOURY, resembling flour [adj]"
,FLOWABLE,,ABEFLLOW,"FLOW, to move steadily and smoothly along [adj]"
,FLUTEYER,,EEFLRTUY,"FLUTEY, fluty (resembling a flute in sound) [adj]"
,FLYLINES,,EFILLNSY,"FLYLINE, a type of line used in fly fishing [n]"
,FOALINGS,,AFGILNOS,"FOALING, the act of giving birth to a horse [n]"
,FOETIDLY,,DEFILOTY,"FOETID, fetid (having an offensive odor) [adv]"
,FOGEYDOM,s,DEFGMOOY,fogydom (all the fogies) [n -S]
,FOGGINGS,,FGGGINOS,"FOGGING, the covering with fog [n]"
,FOGLIGHT,s,FGGHILOT,a motor-vehicle light used in foggy conditions [n -S]
,FOGYDOMS,,DFGMOOSY,"FOGYDOM, all the fogies [n]"
,FOILISTS,,FIILOSST,"FOILIST, one who fences with a foil (a sword without cutting edges) [n]"
,FOODLAND,s,ADDFLNOO,land for the production of food [n -S]
,FOOTBEDS,,BDEFOOST,"FOOTBED, an insole in a boot or shoe [n]"
,FOOTLONG,s,FGLNOOOT,a hot dog one foot long [n -S]
,FOOTWELL,s,EFLLOOTW,a space for the feet in a motor vehicle [n -S]
,FORCEOUT,s,CEFOORTU,a play by which a runner in baseball is put out [n -S]
,FOUSTIER,,EFIORSTU,"FOUSTY, moldy (musty (having a stale odor)) [adj]"
,FOXBERRY,,BEFORRXY,a cowberry (a pasture shrub) [n -RIES]
,FRACKING,s,ACFGIKNR,"the injection of fluid into shale beds in order to free up petroleum reserves [n -S] / FRACK, to engage in fracking [v]"
,FRANCISE,ds,ACEFINRS,"to francize (to force to adopt French customs and language) [v -CISED, -CISING, -CISES]"
,FRANKUMS,,AFKMNRSU,"FRANKUM, the hardened resin of a spruce tree [n]"
,FRASCATI,s,AACFIRST,an Italian white wine [n -S]
,FREEGANS,,AEEFGNRS,"FREEGAN, an activist who scavenges for free food to reduce consumption of resources [n]"
,FREERIDE,s,DEEEFIRR,a type of snowboard [n -S]
,FRESHERS,,EEFHRRSS,"FRESHER, a freshman (a first-year student at a high school, university, or college) [n]"
,FRILLERY,,EFILLRRY,an arrangement of frills [n -ERIES]
,FRILLIES,t,EFIILLRS,an item of women's underwear [n]
,FRIULANO,s,AFILNORU,a mild Italian cheese [n -NOS]
,FRONTEST,,EFNORSTT,"FRONT, pertaining to or situated at the forward part of a surface [adj]"
,FUCKFACE,s,ACCEFFKU,an offensive word [n -S]
,FUCKHEAD,s,ACDEFHKU,an offensive word [n -S]
,FUCKWITS,,CFIKSTUW,"FUCKWIT, an offensive word [n]"
,FUDGIEST,,DEFGISTU,"FUDGY, resembling fudge (a soft, sweet candy) [adj]"
,FUNDABLE,,ABDEFLNU,"FUND, to provide money for [adj]"
,FUNDINGS,,DFGINNSU,"FUNDING, money provided for a particular purpose [n]"
,FUNKSTER,s,EFKNRSTU,"a fan or performer of earthy, bluesy music [n -S]"
,FUNSTERS,,EFNRSSTU,"FUNSTER, one that makes fun; a comedian [n]"
,FURBALLS,,ABFLLRSU,"FURBALL, a ball of fur regurgitated by a cat [n]"
,FURPIECE,s,CEEFIPRU,an item of clothing made out of fur [n -S]
,FUZELESS,,EEFLSSUZ,fuseless (lacking a fuse) [adj]
,FUZZBALL,s,ABFLLUZZ,a ball of fuzz (a fluffy mass of hair or fiber) [n -S]
,GAGEABLE,,AABEEGGL,"GAGE, to pledge as security [adj]"
,GAITERED,,ADEEGIRT,"GAITER, a covering for the lower leg [adj]"
